function,source,size,candidate_rva,aligned_pct,class,first_diff,hint,votes
?_M_lower_bound@?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@@3@@_STL@@ABEPAU?$_Rb_tree_node@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@@2@ABVAsciiString@@@Z,inimapcache.cpp,116,,0,absent,-1,no plausible placement,0
?_M_erase@?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@3@@_STL@@AAEXPAU?$_Rb_tree_node@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@2@@Z,inimapcache.cpp,62,,0,absent,-1,no plausible placement,0
?erase@?$list@UCoord3D@@V?$allocator@UCoord3D@@@_STL@@@_STL@@QAE?AU?$_List_iterator@UCoord3D@@U?$_Nonconst_traits@UCoord3D@@@_STL@@@2@U32@0@Z,inimapcache.cpp,57,,0,absent,-1,no plausible placement,0
?_M_create_node@?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@3@@_STL@@IAEPAU?$_Rb_tree_node@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@2@ABU?$pair@$$CBVAsciiString@@UCoord3D@@@2@@Z,inimapcache.cpp,72,,0,absent,-1,no plausible placement,0
?_M_insert@?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@3@@_STL@@AAE?AU?$_Rb_tree_iterator@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@2@@2@PAU_Rb_tree_node_base@2@0ABU?$pair@$$CBVAsciiString@@UCoord3D@@@2@0@Z,inimapcache.cpp,164,,0,absent,-1,no plausible placement,2
?insert_unique@?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@3@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBVAsciiString@@UCoord3D@@@2@@Z,inimapcache.cpp,272,,0,absent,-1,no plausible placement,3
??0?$list@UCoord3D@@V?$allocator@UCoord3D@@@_STL@@@_STL@@QAE@ABV?$allocator@UCoord3D@@@1@@Z,inimapcache.cpp,33,,0,absent,-1,no plausible placement,1
??0?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@3@@_STL@@QAE@ABU?$less@VAsciiString@@@1@ABV?$allocator@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@1@@Z,inimapcache.cpp,57,,0,absent,-1,no plausible placement,4
?clear@?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@3@@_STL@@QAEXXZ,inimapcache.cpp,51,,0,absent,-1,no plausible placement,3
?insert@?$list@UCoord3D@@V?$allocator@UCoord3D@@@_STL@@@_STL@@QAE?AU?$_List_iterator@UCoord3D@@U?$_Nonconst_traits@UCoord3D@@@_STL@@@2@U32@ABUCoord3D@@@Z,inimapcache.cpp,38,,0,absent,-1,no plausible placement,2
?insert_unique@?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@3@@_STL@@QAE?AU?$_Rb_tree_iterator@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@2@@2@U32@ABU?$pair@$$CBVAsciiString@@UCoord3D@@@2@@Z,inimapcache.cpp,631,,0,absent,-1,no plausible placement,2
??$_M_insert_dispatch@U?$_List_iterator@UCoord3D@@U?$_Const_traits@UCoord3D@@@_STL@@@_STL@@@?$list@UCoord3D@@V?$allocator@UCoord3D@@@_STL@@@_STL@@QAEXU?$_List_iterator@UCoord3D@@U?$_Nonconst_traits@UCoord3D@@@_STL@@@1@U?$_List_iterator@UCoord3D@@U?$_Const_traits@UCoord3D@@@_STL@@@1@1ABU__false_type@1@@Z,inimapcache.cpp,59,,0,absent,-1,no plausible placement,0
??0MapMetaDataReader@@QAE@XZ,inimapcache.cpp,124,,0,absent,-1,no plausible placement,0
??1MapMetaDataReader@@QAE@XZ,inimapcache.cpp,171,,0,absent,-1,no plausible placement,0
?clear@?$map@VAsciiString@@UCoord3D@@U?$less@VAsciiString@@@_STL@@V?$allocator@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@4@@_STL@@QAEXXZ,inimapcache.cpp,51,,0,absent,-1,no plausible placement,3
??1?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@3@@_STL@@QAE@XZ,inimapcache.cpp,125,,0,absent,-1,no plausible placement,3
?push_front@?$list@UCoord3D@@V?$allocator@UCoord3D@@@_STL@@@_STL@@QAEXABUCoord3D@@@Z,inimapcache.cpp,32,,0,absent,-1,no plausible placement,1
?insert@?$map@VAsciiString@@UCoord3D@@U?$less@VAsciiString@@@_STL@@V?$allocator@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@4@@_STL@@QAE?AU?$_Rb_tree_iterator@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@2@@2@U32@ABU?$pair@$$CBVAsciiString@@UCoord3D@@@2@@Z,inimapcache.cpp,31,,0,absent,-1,no plausible placement,2
?_M_copy@?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@3@@_STL@@AAEPAU?$_Rb_tree_node@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@2@PAU32@0@Z,inimapcache.cpp,191,,0,absent,-1,no plausible placement,0
?parseSupplyPositionCoord3D@@YAXPAVINI@@PAX1PBX@Z,inimapcache.cpp,72,,0,absent,-1,no plausible placement,0
?parseTechPositionsCoord3D@@YAXPAVINI@@PAX1PBX@Z,inimapcache.cpp,72,,0,absent,-1,no plausible placement,0
??0?$map@VAsciiString@@UCoord3D@@U?$less@VAsciiString@@@_STL@@V?$allocator@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@4@@_STL@@QAE@XZ,inimapcache.cpp,55,,0,absent,-1,no plausible placement,3
??A?$map@VAsciiString@@UCoord3D@@U?$less@VAsciiString@@@_STL@@V?$allocator@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@4@@_STL@@QAEAAUCoord3D@@ABVAsciiString@@@Z,inimapcache.cpp,225,,0,absent,-1,no plausible placement,0
??0?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@@3@@_STL@@QAE@ABV01@@Z,inimapcache.cpp,199,,0,absent,-1,no plausible placement,0
??0WaypointMap@@QAE@XZ,inimapcache.cpp,55,,0,absent,-1,no plausible placement,3
??4WaypointMap@@QAEAAV0@ABV0@@Z,inimapcache.cpp,27,,0,absent,-1,no plausible placement,2
??0MapMetaData@@QAE@XZ,inimapcache.cpp,156,,0,absent,-1,no plausible placement,0
??1MapMetaData@@QAE@XZ,inimapcache.cpp,190,,0,absent,-1,no plausible placement,1
??1?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@QAE@XZ,inimapcache.cpp,103,,0,absent,-1,no plausible placement,2
??0WaypointMap@@QAE@ABV0@@Z,inimapcache.cpp,27,,0,absent,-1,no plausible placement,2
??$__default_constructed_aux@VMapMetaData@@@_STL@@YA?AVMapMetaData@@PAV1@ABU__false_type@0@@Z,inimapcache.cpp,26,,0,absent,-1,no plausible placement,1
??$__default_constructed@VMapMetaData@@@_STL@@YA?AVMapMetaData@@PAV1@@Z,inimapcache.cpp,38,,0,absent,-1,no plausible placement,1
??0?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@QAE@ABU01@@Z,inimapcache.cpp,90,,0,absent,-1,no plausible placement,2
??0?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@QAE@ABVAsciiString@@ABVMapMetaData@@@Z,inimapcache.cpp,89,,0,absent,-1,no plausible placement,2
??$_Construct@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@U12@@_STL@@YAXPAU?$pair@$$CBVAsciiString@@VMapMetaData@@@0@ABU10@@Z,inimapcache.cpp,66,,0,absent,-1,no plausible placement,2
?_M_create_node@?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@@3@@_STL@@IAEPAU?$_Rb_tree_node@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@@2@ABU?$pair@$$CBVAsciiString@@VMapMetaData@@@2@@Z,inimapcache.cpp,129,,0,absent,-1,no plausible placement,1
?_M_insert@?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@@3@@_STL@@AAE?AU?$_Rb_tree_iterator@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@@2@@2@PAU_Rb_tree_node_base@2@0ABU?$pair@$$CBVAsciiString@@VMapMetaData@@@2@0@Z,inimapcache.cpp,164,,0,absent,-1,no plausible placement,2
?insert_unique@?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@@3@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBVAsciiString@@VMapMetaData@@@2@@Z,inimapcache.cpp,272,,0,absent,-1,no plausible placement,3
?insert_unique@?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@@3@@_STL@@QAE?AU?$_Rb_tree_iterator@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@@2@@2@U32@ABU?$pair@$$CBVAsciiString@@VMapMetaData@@@2@@Z,inimapcache.cpp,631,,0,absent,-1,no plausible placement,2
?insert@?$map@VAsciiString@@VMapMetaData@@U?$less@VAsciiString@@@_STL@@V?$allocator@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@@4@@_STL@@QAE?AU?$_Rb_tree_iterator@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@@2@@2@U32@ABU?$pair@$$CBVAsciiString@@VMapMetaData@@@2@@Z,inimapcache.cpp,31,,0,absent,-1,no plausible placement,2
??A?$map@VAsciiString@@VMapMetaData@@U?$less@VAsciiString@@@_STL@@V?$allocator@U?$pair@$$CBVAsciiString@@VMapMetaData@@@_STL@@@4@@_STL@@QAEAAVMapMetaData@@ABVAsciiString@@@Z,inimapcache.cpp,206,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@GameMessageArgument@@CAPAVMemoryPool@@XZ,messagestream.cpp,110,,0,absent,-1,no plausible placement,1
??1GameMessage@@MAE@XZ,messagestream.cpp,127,,0,absent,-1,no plausible placement,0
?getArgumentDataType@GameMessage@@QAE?AW4GameMessageArgumentDataType@@H@Z,messagestream.cpp,54,,0,absent,-1,no plausible placement,0
?destroyAllMessages@CommandList@@IAEXXZ,messagestream.cpp,63,,0,absent,-1,no plausible placement,0
?allocArg@GameMessage@@AAEPAVGameMessageArgument@@XZ,messagestream.cpp,86,,0,absent,-1,no plausible placement,4
?appendMessage@MessageStream@@UAEPAVGameMessage@@W4Type@2@@Z,messagestream.cpp,110,,0,absent,-1,no plausible placement,0
?insertMessage@MessageStream@@UAEPAVGameMessage@@W4Type@2@PAV2@@Z,messagestream.cpp,111,,0,absent,-1,no plausible placement,0
?propagateMessages@MessageStream@@QAEXXZ,messagestream.cpp,162,,0,absent,-1,no plausible placement,0
?concat@AsciiString@@QAEXPBD@Z,modulefactory.cpp,90,,0,absent,-1,no plausible placement,0
?getClassMemoryPool@GrantStealthBehavior@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
??0DieModuleData@@QAE@XZ,modulefactory.cpp,74,,0,absent,-1,no plausible placement,2
?getClassMemoryPool@NeutronBlastBehavior@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?buildFieldParse@CountermeasuresBehaviorModuleData@@SAXAAVMultiIniFieldParse@@@Z,modulefactory.cpp,35,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@CountermeasuresBehavior@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@DumbProjectileBehavior@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@HelicopterSlowDeathBehavior@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@NeutronMissileSlowDeathBehavior@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@OverchargeBehavior@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@InternetHackContain@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@RailedTransportContain@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@MobNexusContain@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@OverlordContain@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@HelixContain@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@ParachuteContain@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@BunkerBusterBehavior@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?buildFieldParse@FireWeaponWhenDamagedBehaviorModuleData@@SAXAAVMultiIniFieldParse@@@Z,modulefactory.cpp,35,,0,absent,-1,no plausible placement,1
?buildFieldParse@FireWeaponWhenDeadBehaviorModuleData@@SAXAAVMultiIniFieldParse@@@Z,modulefactory.cpp,50,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@GenerateMinefieldBehavior@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@ParkingPlaceBehavior@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@FlightDeckBehavior@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@RebuildHoleBehavior@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@TechBuildingBehavior@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@MinefieldBehavior@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@BattleBusSlowDeathBehavior@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@JetSlowDeathBehavior@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
?buildFieldParse@CreateCrateDieModuleData@@SAXAAVMultiIniFieldParse@@@Z,modulefactory.cpp,36,,0,absent,-1,no plausible placement,1
?buildFieldParse@CrushDieModuleData@@SAXAAVMultiIniFieldParse@@@Z,modulefactory.cpp,36,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@DamDie@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@EjectPilotDie@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?buildFieldParse@FXListDieModuleData@@SAXAAVMultiIniFieldParse@@@Z,modulefactory.cpp,50,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@RebuildHoleExposeDie@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
??0SpecialPowerCompletionDieModuleData@@QAE@XZ,modulefactory.cpp,87,,0,absent,-1,no plausible placement,1
?buildFieldParse@SpecialPowerCompletionDieModuleData@@SAXAAVMultiIniFieldParse@@@Z,modulefactory.cpp,36,,0,absent,-1,no plausible placement,1
??0UpgradeDieModuleData@@QAE@XZ,modulefactory.cpp,87,,0,absent,-1,no plausible placement,1
?buildFieldParse@UpgradeDieModuleData@@SAXAAVMultiIniFieldParse@@@Z,modulefactory.cpp,36,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@AnimationSteeringUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
??0AssistedTargetingUpdateModuleData@@QAE@XZ,modulefactory.cpp,161,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@BaseRegenerateUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
??0SupplyTruckAIUpdateModuleData@@QAE@XZ,modulefactory.cpp,90,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@ChinookAIUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
??0DeletionUpdateModuleData@@QAE@XZ,modulefactory.cpp,26,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@SmartBombTargetHomingUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
??1RadiusDecalTemplate@@QAE@XZ,modulefactory.cpp,39,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@DeliverPayloadAIUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@DynamicGeometryInfoUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@EnemyNearUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@FirestormDynamicGeometryInfoUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@TensileFormationUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
??0HackInternetAIUpdateModuleData@@QAE@XZ,modulefactory.cpp,50,,0,absent,-1,no plausible placement,0
?getClassMemoryPool@HackInternetAIUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@HordeUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@JetAIUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@PointDefenseLaserUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@CleanupHazardUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@PilotFindVehicleUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@ParticleUplinkCannonUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@SpectreGunshipUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@SpectreGunshipDeploymentUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@BaikonurLaunchPower@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
??0LifetimeUpdateModuleData@@QAE@XZ,modulefactory.cpp,26,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@MissileAIUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@NeutronMissileUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@ProjectileStreamUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@RailedTransportAIUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@RailroadBehavior@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
??0SlavedUpdateModuleData@@QAE@XZ,modulefactory.cpp,74,,0,absent,-1,no plausible placement,0
?getClassMemoryPool@MobMemberSlavedUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
??0SpecialAbilityUpdateModuleData@@QAE@XZ,modulefactory.cpp,231,,0,absent,-1,no plausible placement,1
??0MissileLauncherBuildingUpdateModuleData@@QAE@XZ,modulefactory.cpp,101,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@MissileLauncherBuildingUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
??0SpawnPointProductionExitUpdateModuleData@@QAE@XZ,modulefactory.cpp,25,,0,absent,-1,no plausible placement,1
?buildFieldParse@SpawnBehaviorModuleData@@SAXAAVMultiIniFieldParse@@@Z,modulefactory.cpp,36,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@SpyVisionUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@StickyBombUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@FireOCLAfterWeaponCooldownUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
??0HijackerUpdateModuleData@@QAE@XZ,modulefactory.cpp,26,,0,absent,-1,no plausible placement,1
??0SupplyCenterProductionExitUpdateModuleData@@QAE@XZ,modulefactory.cpp,38,,0,absent,-1,no plausible placement,2
?getClassMemoryPool@WaveGuideUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@WeaponBonusUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
??0WorkerAIUpdateModuleData@@QAE@XZ,modulefactory.cpp,105,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@PowerPlantUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@CheckpointUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@EMPUpdate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@LeafletDropBehavior@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@ActiveShroudUpgrade@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@GrantScienceUpgrade@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@PassengersFireUpgrade@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@PowerPlantUpgrade@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@ReplaceObjectUpgrade@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@VeterancyGainCreate@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
