function,source,size,candidate_rva,aligned_pct,class,first_diff,hint,votes
?init@W3DShadowManager@@QAE_NXZ,w3dshadow.cpp,63,,0,absent,-1,no plausible placement,0
?ReAcquireResources@W3DShadowManager@@QAE_NXZ,w3dshadow.cpp,49,,0,absent,-1,no plausible placement,2
?addShadow@W3DShadowManager@@QAEPAVShadow@@PAVRenderObjClass@@PAUShadowTypeInfo@2@PAVDrawable@@@Z,w3dshadow.cpp,70,,0,absent,-1,no plausible placement,0
?_M_do_count@?$_Base_bitset@$00@_STL@@QBEIXZ,weaponset.cpp,35,,0,absent,-1,no plausible placement,3
?weaponSetOnWeaponBonusChange@WeaponSet@@QAEXPBVObject@@@Z,weaponset.cpp,40,,0,absent,-1,no plausible placement,1
?isAnyWithinTargetPitch@WeaponSet@@ABE_NPBVObject@@0@Z,weaponset.cpp,76,,0,absent,-1,no plausible placement,4
?reloadAllAmmo@WeaponSet@@QAEXPBVObject@@_N@Z,weaponset.cpp,56,,0,absent,-1,no plausible placement,1
?isOutOfAmmo@WeaponSet@@QBE_NXZ,weaponset.cpp,42,,0,absent,-1,no plausible placement,1
?findWaypointFollowingCapableWeapon@WeaponSet@@QAEPAVWeapon@@XZ,weaponset.cpp,55,,0,absent,-1,no plausible placement,0
?setWeaponLock@WeaponSet@@QAE_NW4WeaponSlotType@@W4WeaponLockType@@@Z,weaponset.cpp,69,,0,absent,-1,no plausible placement,0
?_M_do_count@?$_Base_bitset@$01@_STL@@QBEIXZ,weaponset.cpp,35,,0,absent,-1,no plausible placement,1
?_Unchecked_test@?$bitset@$0BB@@_STL@@QBE_NI@Z,weaponset.cpp,27,,0,absent,-1,no plausible placement,2
?count@?$bitset@$0BB@@_STL@@QBEIXZ,weaponset.cpp,35,,0,absent,-1,no plausible placement,3
?_Unchecked_set@?$bitset@$0BB@@_STL@@QAEAAV12@IH@Z,weaponset.cpp,45,,0,absent,-1,no plausible placement,4
?allocateNewWeapon@WeaponStore@@QBEPAVWeapon@@PBVWeaponTemplate@@W4WeaponSlotType@@@Z,weaponset.cpp,102,,0,absent,-1,no plausible placement,3
?count@?$bitset@$0CG@@_STL@@QBEIXZ,weaponset.cpp,35,,0,absent,-1,no plausible placement,1
?test@?$bitset@$0BB@@_STL@@QBE_NI@Z,weaponset.cpp,54,,0,absent,-1,no plausible placement,0
?count@?$BitFlags@$0BB@@@QBEHXZ,weaponset.cpp,35,,0,absent,-1,no plausible placement,3
?set@?$bitset@$0BB@@_STL@@QAEAAV12@IH@Z,weaponset.cpp,82,,0,absent,-1,no plausible placement,0
?count@?$BitFlags@$0CG@@@QBEHXZ,weaponset.cpp,35,,0,absent,-1,no plausible placement,1
?test@?$BitFlags@$0BB@@@QBE_NH@Z,weaponset.cpp,54,,0,absent,-1,no plausible placement,0
?_Unchecked_set@?$bitset@$0CG@@_STL@@QAEAAV12@IH@Z,weaponset.cpp,68,,0,absent,-1,no plausible placement,4
?_Unchecked_set@?$bitset@$0HF@@_STL@@QAEAAV12@IH@Z,weaponset.cpp,68,,0,absent,-1,no plausible placement,4
?getBitNameIfSet@?$BitFlags@$0BB@@@QBEPBDH@Z,weaponset.cpp,62,,0,absent,-1,no plausible placement,1
?clear@WeaponTemplateSet@@QAEXXZ,weaponset.cpp,69,,0,absent,-1,no plausible placement,0
?testWeaponSetFlag@WeaponTemplateSet@@QBE_NW4WeaponSetType@@@Z,weaponset.cpp,55,,0,absent,-1,no plausible placement,0
?set@?$bitset@$0CG@@_STL@@QAEAAV12@IH@Z,weaponset.cpp,91,,0,absent,-1,no plausible placement,0
?set@?$bitset@$0HF@@_STL@@QAEAAV12@IH@Z,weaponset.cpp,91,,0,absent,-1,no plausible placement,0
?setBitByName@?$BitFlags@$0BB@@@QAE_NPBD@Z,weaponset.cpp,74,,0,absent,-1,no plausible placement,1
??0WeaponSet@@QAE@XZ,weaponset.cpp,67,,0,absent,-1,no plausible placement,0
?xfer@?$BitFlags@$0BB@@@QAEXPAVXfer@@@Z,weaponset.cpp,623,,0,absent,-1,no plausible placement,0
?getBitNameIfSet@?$BitFlags@$0CG@@@QBEPBDH@Z,weaponset.cpp,68,,0,absent,-1,no plausible placement,1
?setBitByName@?$BitFlags@$0CG@@@QAE_NPBD@Z,weaponset.cpp,82,,0,absent,-1,no plausible placement,1
?updateWeaponSet@WeaponSet@@QAEXPBVObject@@@Z,weaponset.cpp,344,,0,absent,-1,no plausible placement,0
?getModelConditionForWeaponSlot@WeaponSet@@SA?AV?$BitFlags@$0HF@@@W4WeaponSlotType@@W4WeaponSetConditionType@@@Z,weaponset.cpp,192,,0,absent,-1,no plausible placement,0
?getVictimAntiMask@@YAHPBVObject@@@Z,weaponset.cpp,174,,0,absent,-1,no plausible placement,1
?getAbleToUseWeaponAgainstTarget@WeaponSet@@QBE?AW4CanAttackResult@@W4AbleToAttackType@@PBVObject@@1PBUCoord3D@@W4CommandSourceType@@W4WeaponSlotType@@@Z,weaponset.cpp,814,,0,absent,-1,no plausible placement,0
?chooseBestWeaponForTarget@WeaponSet@@QAE_NPBVObject@@0W4WeaponChoiceCriteria@@W4CommandSourceType@@@Z,weaponset.cpp,675,,0,absent,-1,no plausible placement,0
?xfer@?$BitFlags@$0CG@@@QAEXPAVXfer@@@Z,weaponset.cpp,653,,0,absent,-1,no plausible placement,0
?getAbleToAttackSpecificObject@WeaponSet@@QBE?AW4CanAttackResult@@W4AbleToAttackType@@PBVObject@@1W4CommandSourceType@@W4WeaponSlotType@@@Z,weaponset.cpp,607,,0,absent,-1,no plausible placement,0
?getClassMemoryPool@RAMFile@@CAPAVMemoryPool@@XZ,win32bigfile.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@StreamingArchiveFile@@CAPAVMemoryPool@@XZ,win32bigfile.cpp,110,,0,absent,-1,no plausible placement,1
??1Win32BIGFile@@UAE@XZ,win32bigfile.cpp,157,,0,absent,-1,no plausible placement,1
?getFileInfo@Win32BIGFile@@UBE_NABVAsciiString@@PAUFileInfo@@@Z,win32bigfile.cpp,232,,0,absent,-1,no plausible placement,0
?openFile@Win32BIGFile@@UAEPAVFile@@PBDH@Z,win32bigfile.cpp,418,,0,absent,-1,no plausible placement,0
?compareNoCase@AsciiString@@QBEHABV1@@Z,win32localfilesystem.cpp,60,,0,absent,-1,no plausible placement,0
?find@AsciiString@@QBEPBDD@Z,win32localfilesystem.cpp,52,,0,absent,-1,no plausible placement,0
??R?$less_than_nocase@VAsciiString@@@rts@@QBE_NABVAsciiString@@0@Z,win32localfilesystem.cpp,61,,0,absent,-1,no plausible placement,1
